referrer,views_total,views_unique
Google,1539,727
github.com,554,231
Bing,151,89
stnava.github.io,93,48
chatgpt.com,90,48
dataportal.brainminds.jp,21,7
mapzebrain.org,21,6
statics.teams.cdn.office.net,19,9
DuckDuckGo,18,15
sourceforge.net,18,8
