referrer,views_total,views_unique
Google,2628,838
stnava.github.io,525,172
github.com,195,76
Bing,153,49
sourceforge.net,92,36
cn.bing.com,68,35
andysbrainbook.readthedocs.io,49,27
DuckDuckGo,40,16
dataportal.brainminds.jp,30,18
link.zhihu.com,24,13
