time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-04-11 00:00:00+00:00,119,70,458,186
2025-04-12 00:00:00+00:00,30,22,147,73
2025-04-13 00:00:00+00:00,28,22,224,83
2025-04-14 00:00:00+00:00,93,60,595,216
2025-04-15 00:00:00+00:00,150,118,604,232
2025-04-16 00:00:00+00:00,107,57,468,199
2025-04-17 00:00:00+00:00,103,60,575,222
2025-04-18 00:00:00+00:00,131,87,516,169
2025-04-19 00:00:00+00:00,48,35,186,75
2025-04-20 00:00:00+00:00,78,35,120,59
2025-04-21 00:00:00+00:00,64,39,367,146
2025-04-22 00:00:00+00:00,86,52,499,194
2025-04-23 00:00:00+00:00,90,63,607,245
2025-04-24 00:00:00+00:00,132,78,506,203
