referrer,views_total,views_unique
Google,2747,876
github.com,448,85
stnava.github.io,263,110
Bing,166,55
cn.bing.com,147,52
DuckDuckGo,69,21
chatgpt.com,66,20
sourceforge.net,51,26
andysbrainbook.readthedocs.io,37,15
dataportal.brainminds.jp,31,8
