referrer,views_total,views_unique
Google,839,448
github.com,418,203
Bing,110,74
stnava.github.io,44,26
chatgpt.com,25,18
dataportal.brainminds.jp,16,6
andysbrainbook.readthedocs.io,13,8
ecosia.org,7,5
DuckDuckGo,6,3
claude.ai,6,3
