time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-11-11 00:00:00+00:00,27,20,541,202
2024-11-12 00:00:00+00:00,23,17,611,230
2024-11-13 00:00:00+00:00,16,14,512,201
2024-11-14 00:00:00+00:00,21,15,538,223
2024-11-15 00:00:00+00:00,10,7,598,199
2024-11-16 00:00:00+00:00,4,4,138,65
2024-11-17 00:00:00+00:00,6,6,189,85
2024-11-18 00:00:00+00:00,15,13,582,210
2024-11-19 00:00:00+00:00,32,18,564,213
2024-11-20 00:00:00+00:00,39,29,592,231
2024-11-21 00:00:00+00:00,28,19,570,233
2024-11-22 00:00:00+00:00,19,16,575,194
2024-11-23 00:00:00+00:00,7,7,160,75
2024-11-24 00:00:00+00:00,11,11,132,75
