referrer,views_total,views_unique
Google,3054,842
stnava.github.io,498,155
github.com,350,93
Bing,270,73
sourceforge.net,150,44
DuckDuckGo,67,9
cn.bing.com,61,28
andysbrainbook.readthedocs.io,49,27
link.zhihu.com,28,16
dataportal.brainminds.jp,27,9
