referrer,views_total,views_unique
Google,2768,765
stnava.github.io,557,163
github.com,209,89
Bing,148,52
sourceforge.net,106,39
DuckDuckGo,64,17
cn.bing.com,59,45
dataportal.brainminds.jp,52,15
link.zhihu.com,44,20
andysbrainbook.readthedocs.io,43,20
