referrer,views_total,views_unique
Google,2876,1113
Bing,264,81
github.com,187,83
stnava.github.io,143,62
cn.bing.com,116,55
chatgpt.com,54,35
DuckDuckGo,34,16
sourceforge.net,33,17
nl.search.yahoo.com,27,1
link.zhihu.com,23,10
