referrer,views_total,views_unique
Google,2609,780
stnava.github.io,513,189
github.com,416,78
link.zhihu.com,113,25
DuckDuckGo,99,17
cn.bing.com,93,31
Bing,90,39
sourceforge.net,67,37
andysbrainbook.readthedocs.io,40,23
dataportal.brainminds.jp,31,8
