referrer,views_total,views_unique
Google,2536,1052
github.com,190,75
Bing,132,80
chatgpt.com,131,68
stnava.github.io,129,58
cn.bing.com,87,44
link.zhihu.com,43,24
DuckDuckGo,33,17
link.csdn.net,27,10
search.brave.com,23,8
