time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-07-30 00:00:00+00:00,23,17,124,56
2023-07-31 00:00:00+00:00,59,43,624,166
2023-08-01 00:00:00+00:00,169,125,513,157
2023-08-02 00:00:00+00:00,60,41,610,189
2023-08-03 00:00:00+00:00,78,42,479,169
2023-08-04 00:00:00+00:00,157,124,468,136
2023-08-05 00:00:00+00:00,38,23,200,57
2023-08-06 00:00:00+00:00,38,25,164,41
2023-08-07 00:00:00+00:00,98,52,587,177
2023-08-08 00:00:00+00:00,130,90,699,173
2023-08-09 00:00:00+00:00,120,73,727,169
2023-08-10 00:00:00+00:00,90,65,615,164
2023-08-11 00:00:00+00:00,47,29,519,154
2023-08-12 00:00:00+00:00,41,31,257,75
