referrer,views_total,views_unique
Google,2730,881
github.com,436,83
stnava.github.io,259,121
Bing,179,63
cn.bing.com,131,64
chatgpt.com,72,22
DuckDuckGo,72,20
sourceforge.net,52,23
andysbrainbook.readthedocs.io,37,15
dataportal.brainminds.jp,37,11
