referrer,views_total,views_unique
Google,1573,696
github.com,564,234
Bing,142,82
stnava.github.io,108,50
chatgpt.com,98,45
qwant.com,44,9
statics.teams.cdn.office.net,29,11
link.csdn.net,17,9
link.zhihu.com,17,8
dataportal.brainminds.jp,16,8
