referrer,views_total,views_unique
Google,1608,723
github.com,340,112
Bing,188,71
chatgpt.com,81,36
stnava.github.io,54,32
app.raindrop.io,37,2
statics.teams.cdn.office.net,33,4
andysbrainbook.readthedocs.io,29,12
DuckDuckGo,26,13
dataportal.brainminds.jp,21,8
