referrer,views_total,views_unique
Google,3028,858
stnava.github.io,651,156
github.com,198,63
Bing,144,44
cn.bing.com,107,46
sourceforge.net,79,34
dataportal.brainminds.jp,66,14
link.zhihu.com,44,20
andysbrainbook.readthedocs.io,43,25
DuckDuckGo,27,6
