time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-09-19 00:00:00+00:00,54,31,468,167
2023-09-20 00:00:00+00:00,52,41,442,151
2023-09-21 00:00:00+00:00,60,38,624,184
2023-09-22 00:00:00+00:00,54,38,631,165
2023-09-23 00:00:00+00:00,25,15,199,62
2023-09-24 00:00:00+00:00,38,27,186,60
2023-09-25 00:00:00+00:00,77,37,610,188
2023-09-26 00:00:00+00:00,68,38,515,176
2023-09-27 00:00:00+00:00,56,37,596,177
2023-09-28 00:00:00+00:00,79,37,692,180
2023-09-29 00:00:00+00:00,62,33,458,165
2023-09-30 00:00:00+00:00,57,19,186,52
2023-10-01 00:00:00+00:00,95,85,116,46
2023-10-02 00:00:00+00:00,85,36,545,141
