referrer,views_total,views_unique
Google,3706,938
stnava.github.io,733,217
github.com,347,88
Bing,157,55
sourceforge.net,117,49
cn.bing.com,82,39
link.zhihu.com,58,22
andysbrainbook.readthedocs.io,54,25
DuckDuckGo,49,14
dataportal.brainminds.jp,38,16
