referrer,views_total,views_unique
Google,1599,699
github.com,570,236
Bing,162,86
stnava.github.io,106,49
chatgpt.com,103,48
qwant.com,44,9
statics.teams.cdn.office.net,29,11
dataportal.brainminds.jp,20,9
link.zhihu.com,18,9
link.csdn.net,17,9
