referrer,views_total,views_unique
Google,2623,799
stnava.github.io,617,189
github.com,458,87
Bing,145,47
sourceforge.net,118,43
DuckDuckGo,79,20
link.zhihu.com,75,26
cn.bing.com,58,25
search.brave.com,34,2
dataportal.brainminds.jp,32,12
