referrer,views_total,views_unique
Google,2929,1067
github.com,272,97
stnava.github.io,189,85
Bing,152,65
cn.bing.com,149,63
chatgpt.com,112,47
DuckDuckGo,68,32
sourceforge.net,48,21
dataportal.brainminds.jp,38,16
andysbrainbook.readthedocs.io,37,15
