referrer,views_total,views_unique
Google,2770,949
github.com,270,80
Bing,235,89
stnava.github.io,227,86
cn.bing.com,125,61
DuckDuckGo,99,27
chatgpt.com,96,43
sourceforge.net,54,27
andysbrainbook.readthedocs.io,32,16
gitcode.com,27,5
