referrer,views_total,views_unique
Google,2985,809
stnava.github.io,624,194
github.com,257,71
sourceforge.net,124,49
Bing,98,42
DuckDuckGo,79,15
cn.bing.com,68,25
dataportal.brainminds.jp,50,17
link.zhihu.com,33,16
andysbrainbook.readthedocs.io,31,20
