referrer,views_total,views_unique
Google,3315,946
stnava.github.io,671,173
github.com,415,118
Bing,224,82
cn.bing.com,104,40
sourceforge.net,96,37
link.zhihu.com,96,30
andysbrainbook.readthedocs.io,70,35
DuckDuckGo,46,18
dataportal.brainminds.jp,41,13
