referrer,views_total,views_unique
Google,2870,793
stnava.github.io,485,174
github.com,429,91
Bing,244,84
cn.bing.com,182,62
DuckDuckGo,123,25
sourceforge.net,98,37
link.zhihu.com,87,28
andysbrainbook.readthedocs.io,59,29
dataportal.brainminds.jp,55,15
