url_path,views_total,views_unique
/ANTsX/ANTs,1136,641
/ANTsX/ANTs/wiki/Compiling-ANTs-on-Linux-and-Mac-OS,440,217
/ANTsX/ANTs/releases,346,188
/ANTsX/ANTs/blob/master/Scripts/newAntsExample.sh,288,80
/ANTsX/ANTs/wiki/Anatomy-of-an-antsRegistration-call,204,142
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyN.sh,179,56
/ANTsX/ANTs/wiki,171,114
/ANTsX/ANTs/wiki/ANTS-and-antsRegistration,151,108
/ANTsX/ANTs/blob/master/Scripts/antsMultivariateTemplateConstruction2.sh,147,47
/ANTsX/ANTs/tree/master/ImageRegistration,126,41
