time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-22 00:00:00+00:00,54,25,263,91
2025-03-23 00:00:00+00:00,56,33,178,81
2025-03-24 00:00:00+00:00,117,64,714,263
2025-03-25 00:00:00+00:00,84,47,606,256
2025-03-26 00:00:00+00:00,102,64,726,263
2025-03-27 00:00:00+00:00,75,48,573,231
2025-03-28 00:00:00+00:00,47,27,424,173
2025-03-29 00:00:00+00:00,64,31,223,92
2025-03-30 00:00:00+00:00,54,35,203,96
2025-03-31 00:00:00+00:00,158,133,676,240
2025-04-01 00:00:00+00:00,151,109,585,250
2025-04-02 00:00:00+00:00,85,57,653,210
2025-04-03 00:00:00+00:00,63,45,568,227
2025-04-04 00:00:00+00:00,89,58,495,177
