time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-24 00:00:00+00:00,13,11,519,185
2025-01-25 00:00:00+00:00,12,11,194,76
2025-01-26 00:00:00+00:00,18,13,203,79
2025-01-27 00:00:00+00:00,57,41,630,201
2025-01-28 00:00:00+00:00,52,40,758,231
2025-01-29 00:00:00+00:00,35,27,509,199
2025-01-30 00:00:00+00:00,122,100,478,204
2025-01-31 00:00:00+00:00,73,58,458,174
2025-02-01 00:00:00+00:00,104,88,97,64
2025-02-02 00:00:00+00:00,52,34,143,63
2025-02-03 00:00:00+00:00,134,105,532,212
2025-02-04 00:00:00+00:00,90,63,676,245
2025-02-05 00:00:00+00:00,112,74,563,208
2025-02-06 00:00:00+00:00,125,77,615,212
