referrer,views_total,views_unique
Google,962,490
github.com,324,147
Bing,123,78
chatgpt.com,40,17
stnava.github.io,25,15
andysbrainbook.readthedocs.io,16,6
DuckDuckGo,12,8
dataportal.brainminds.jp,10,7
ecosia.org,8,6
statics.teams.cdn.office.net,6,3
