referrer,views_total,views_unique
Google,2974,823
stnava.github.io,741,191
github.com,510,96
Bing,241,79
cn.bing.com,127,53
sourceforge.net,100,41
DuckDuckGo,83,27
link.zhihu.com,77,24
dataportal.brainminds.jp,67,17
andysbrainbook.readthedocs.io,63,29
