referrer,views_total,views_unique
Google,3350,952
stnava.github.io,604,165
github.com,353,117
Bing,268,90
cn.bing.com,118,37
sourceforge.net,109,46
DuckDuckGo,66,26
andysbrainbook.readthedocs.io,60,30
link.zhihu.com,51,21
dataportal.brainminds.jp,50,16
