referrer,views_total,views_unique
Google,2698,853
github.com,504,110
stnava.github.io,328,132
Bing,232,83
cn.bing.com,112,48
sourceforge.net,93,28
dataportal.brainminds.jp,53,18
link.zhihu.com,36,11
DuckDuckGo,32,14
dpaniukov.github.io,25,4
