referrer,views_total,views_unique
Google,2985,1032
github.com,330,85
stnava.github.io,197,91
Bing,187,80
cn.bing.com,101,53
sourceforge.net,96,24
chatgpt.com,81,43
DuckDuckGo,66,19
andysbrainbook.readthedocs.io,34,18
search.brave.com,28,6
