referrer,views_total,views_unique
Google,3550,938
stnava.github.io,596,170
github.com,355,103
Bing,245,70
sourceforge.net,131,50
cn.bing.com,108,37
DuckDuckGo,88,23
andysbrainbook.readthedocs.io,64,32
link.zhihu.com,37,14
search.brave.com,33,8
