referrer,views_total,views_unique
Google,2789,881
stnava.github.io,579,193
github.com,527,84
Bing,165,47
sourceforge.net,119,63
DuckDuckGo,84,20
cn.bing.com,51,31
link.zhihu.com,39,17
andysbrainbook.readthedocs.io,32,17
moodle.ubishops.ca,27,16
