referrer,views_total,views_unique
Google,2705,867
github.com,456,109
stnava.github.io,326,128
Bing,231,84
cn.bing.com,102,44
sourceforge.net,89,28
dataportal.brainminds.jp,52,19
DuckDuckGo,44,17
link.zhihu.com,36,10
andysbrainbook.readthedocs.io,32,21
