referrer,views_total,views_unique
Google,2919,731
stnava.github.io,544,161
github.com,377,78
sourceforge.net,181,38
Bing,120,44
DuckDuckGo,120,16
andysbrainbook.readthedocs.io,91,18
cn.bing.com,63,29
dataportal.brainminds.jp,57,13
link.zhihu.com,52,22
