referrer,views_total,views_unique
Google,3200,852
stnava.github.io,460,170
github.com,296,98
Bing,192,64
cn.bing.com,142,58
andysbrainbook.readthedocs.io,92,40
sourceforge.net,76,34
dataportal.brainminds.jp,76,20
DuckDuckGo,29,14
Baidu,27,6
