referrer,views_total,views_unique
Google,1059,553
github.com,406,197
Bing,98,67
DuckDuckGo,53,22
stnava.github.io,43,24
chatgpt.com,23,15
hub.docker.com,22,4
dataportal.brainminds.jp,12,8
search.brave.com,9,8
perplexity.ai,8,3
