time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-01-30 00:00:00+00:00,122,100,478,204
2025-01-31 00:00:00+00:00,73,58,458,174
2025-02-01 00:00:00+00:00,104,88,97,64
2025-02-02 00:00:00+00:00,52,34,143,63
2025-02-03 00:00:00+00:00,134,105,532,212
2025-02-04 00:00:00+00:00,90,63,676,245
2025-02-05 00:00:00+00:00,112,74,563,208
2025-02-06 00:00:00+00:00,130,80,626,218
2025-02-07 00:00:00+00:00,88,51,461,189
2025-02-08 00:00:00+00:00,53,38,220,77
2025-02-09 00:00:00+00:00,50,37,332,92
2025-02-10 00:00:00+00:00,127,93,582,212
2025-02-11 00:00:00+00:00,82,55,483,169
