referrer,views_total,views_unique
Google,2837,792
stnava.github.io,616,193
github.com,215,66
Bing,124,49
sourceforge.net,111,42
DuckDuckGo,76,14
cn.bing.com,63,20
paperswithcode.com,44,4
dataportal.brainminds.jp,40,11
search.brave.com,34,6
