time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-12 00:00:00+00:00,82,55,485,210
2025-11-13 00:00:00+00:00,89,55,471,217
2025-11-14 00:00:00+00:00,99,71,473,197
2025-11-15 00:00:00+00:00,160,145,131,79
2025-11-16 00:00:00+00:00,26,20,140,92
2025-11-17 00:00:00+00:00,72,50,449,187
2025-11-18 00:00:00+00:00,156,127,433,229
2025-11-19 00:00:00+00:00,67,48,467,219
2025-11-20 00:00:00+00:00,59,38,474,200
2025-11-21 00:00:00+00:00,65,50,369,179
2025-11-22 00:00:00+00:00,41,29,233,131
2025-11-23 00:00:00+00:00,41,26,224,96
2025-11-24 00:00:00+00:00,49,40,377,194
2025-11-25 00:00:00+00:00,72,39,366,167
