referrer,views_total,views_unique
Google,3170,916
stnava.github.io,639,194
github.com,253,73
Bing,152,62
sourceforge.net,102,47
cn.bing.com,93,29
DuckDuckGo,56,17
andysbrainbook.readthedocs.io,55,28
dataportal.brainminds.jp,49,18
search.brave.com,29,8
