referrer,views_total,views_unique
Google,3780,980
stnava.github.io,804,209
github.com,350,92
Bing,142,46
sourceforge.net,123,52
cn.bing.com,70,34
link.zhihu.com,62,24
andysbrainbook.readthedocs.io,59,26
dataportal.brainminds.jp,41,19
DuckDuckGo,40,16
