time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-08-03 00:00:00+00:00,78,42,479,169
2023-08-04 00:00:00+00:00,157,124,468,136
2023-08-05 00:00:00+00:00,38,23,200,57
2023-08-06 00:00:00+00:00,38,25,164,41
2023-08-07 00:00:00+00:00,98,52,587,177
2023-08-08 00:00:00+00:00,130,90,699,173
2023-08-09 00:00:00+00:00,120,73,727,169
2023-08-10 00:00:00+00:00,90,65,615,164
2023-08-11 00:00:00+00:00,47,29,519,154
2023-08-12 00:00:00+00:00,42,32,265,80
2023-08-13 00:00:00+00:00,34,20,165,63
2023-08-14 00:00:00+00:00,46,31,525,136
2023-08-15 00:00:00+00:00,162,140,375,148
2023-08-16 00:00:00+00:00,100,57,774,164
