referrer,views_total,views_unique
Google,2932,826
stnava.github.io,261,111
github.com,256,80
Bing,182,84
cn.bing.com,174,66
sourceforge.net,130,37
DuckDuckGo,100,21
link.csdn.net,62,25
chatgpt.com,61,27
discourse.slicer.org,36,2
