referrer,views_total,views_unique
Google,2825,864
stnava.github.io,599,169
github.com,227,66
Bing,141,46
sourceforge.net,84,37
cn.bing.com,70,38
dataportal.brainminds.jp,56,10
andysbrainbook.readthedocs.io,41,25
link.zhihu.com,38,18
DuckDuckGo,37,10
