time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-12 00:00:00+00:00,30,23,695,218
2024-09-13 00:00:00+00:00,31,25,525,177
2024-09-14 00:00:00+00:00,9,8,247,77
2024-09-15 00:00:00+00:00,14,13,282,85
2024-09-16 00:00:00+00:00,24,19,710,180
2024-09-17 00:00:00+00:00,21,17,497,187
2024-09-18 00:00:00+00:00,32,18,590,202
2024-09-19 00:00:00+00:00,22,18,750,190
2024-09-20 00:00:00+00:00,20,13,559,169
2024-09-21 00:00:00+00:00,9,7,248,84
2024-09-22 00:00:00+00:00,20,14,250,77
2024-09-23 00:00:00+00:00,33,20,494,185
2024-09-24 00:00:00+00:00,19,16,766,239
2024-09-25 00:00:00+00:00,25,21,677,204
