time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-11-15 00:00:00+00:00,150,121,627,167
2023-11-16 00:00:00+00:00,105,42,618,206
2023-11-17 00:00:00+00:00,48,29,580,149
2023-11-18 00:00:00+00:00,26,22,174,61
2023-11-19 00:00:00+00:00,82,59,215,65
2023-11-20 00:00:00+00:00,89,50,547,181
2023-11-21 00:00:00+00:00,93,55,644,194
2023-11-22 00:00:00+00:00,92,48,423,149
2023-11-23 00:00:00+00:00,86,42,421,150
2023-11-24 00:00:00+00:00,68,35,416,113
2023-11-25 00:00:00+00:00,44,22,191,60
2023-11-26 00:00:00+00:00,34,23,170,61
2023-11-27 00:00:00+00:00,81,47,635,174
2023-11-28 00:00:00+00:00,70,48,734,190
