time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-14 00:00:00+00:00,111,64,585,209
2023-06-15 00:00:00+00:00,172,136,657,176
2023-06-16 00:00:00+00:00,102,61,653,181
2023-06-17 00:00:00+00:00,87,61,137,55
2023-06-18 00:00:00+00:00,27,17,294,63
2023-06-19 00:00:00+00:00,57,37,515,147
2023-06-20 00:00:00+00:00,61,40,568,192
2023-06-21 00:00:00+00:00,73,43,478,173
2023-06-22 00:00:00+00:00,86,64,462,150
2023-06-23 00:00:00+00:00,84,55,588,145
2023-06-24 00:00:00+00:00,39,34,229,78
2023-06-25 00:00:00+00:00,15,12,203,60
2023-06-26 00:00:00+00:00,118,83,804,221
2023-06-27 00:00:00+00:00,113,63,714,197
