time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-14 00:00:00+00:00,18,14,556,185
2024-10-15 00:00:00+00:00,22,20,491,193
2024-10-16 00:00:00+00:00,38,20,740,313
2024-10-17 00:00:00+00:00,24,20,661,239
2024-10-18 00:00:00+00:00,22,17,633,206
2024-10-19 00:00:00+00:00,8,8,186,74
2024-10-20 00:00:00+00:00,18,15,284,91
2024-10-21 00:00:00+00:00,36,29,592,210
2024-10-22 00:00:00+00:00,32,29,532,207
2024-10-23 00:00:00+00:00,32,27,532,207
2024-10-24 00:00:00+00:00,27,21,547,211
2024-10-25 00:00:00+00:00,23,22,439,184
2024-10-26 00:00:00+00:00,13,8,164,81
2024-10-27 00:00:00+00:00,21,16,192,92
