referrer,views_total,views_unique
Google,1241,628
github.com,477,237
Bing,150,86
stnava.github.io,53,31
chatgpt.com,52,26
DuckDuckGo,35,19
doubao.com,18,3
dataportal.brainminds.jp,14,7
perplexity.ai,12,3
search.brave.com,10,6
