referrer,views_total,views_unique
Google,2490,836
stnava.github.io,566,221
github.com,364,86
link.zhihu.com,117,23
DuckDuckGo,106,22
Bing,105,36
cn.bing.com,98,36
sourceforge.net,71,38
dataportal.brainminds.jp,26,8
statics.teams.cdn.office.net,23,6
