referrer,views_total,views_unique
Google,3188,853
stnava.github.io,569,176
github.com,166,69
Bing,143,43
sourceforge.net,73,34
cn.bing.com,70,24
search.brave.com,64,8
andysbrainbook.readthedocs.io,62,12
link.zhihu.com,47,20
dataportal.brainminds.jp,37,13
