time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-03-26 00:00:00+00:00,117,88,755,227
2024-03-27 00:00:00+00:00,105,79,791,233
2024-03-28 00:00:00+00:00,86,67,601,196
2024-03-29 00:00:00+00:00,80,59,569,151
2024-03-30 00:00:00+00:00,69,55,234,77
2024-03-31 00:00:00+00:00,62,51,146,63
2024-04-01 00:00:00+00:00,154,135,730,149
2024-04-02 00:00:00+00:00,123,95,797,212
2024-04-03 00:00:00+00:00,147,129,688,206
2024-04-04 00:00:00+00:00,151,127,599,191
2024-04-05 00:00:00+00:00,104,61,721,163
2024-04-06 00:00:00+00:00,69,48,238,65
2024-04-07 00:00:00+00:00,55,47,360,81
2024-04-08 00:00:00+00:00,92,69,649,189
