time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-04 00:00:00+00:00,84,69,179,62
2024-05-05 00:00:00+00:00,88,68,222,54
2024-05-06 00:00:00+00:00,127,99,658,198
2024-05-07 00:00:00+00:00,121,91,910,189
2024-05-08 00:00:00+00:00,138,100,608,209
2024-05-09 00:00:00+00:00,109,85,462,148
2024-05-10 00:00:00+00:00,103,83,631,151
2024-05-11 00:00:00+00:00,107,71,146,68
2024-05-12 00:00:00+00:00,96,67,182,66
2024-05-13 00:00:00+00:00,124,87,626,184
2024-05-14 00:00:00+00:00,237,168,671,189
2024-05-15 00:00:00+00:00,298,241,667,207
2024-05-16 00:00:00+00:00,162,103,1110,236
2024-05-17 00:00:00+00:00,156,100,700,168
