time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-04-14 00:00:00+00:00,79,51,342,175
2026-04-15 00:00:00+00:00,76,52,365,179
2026-04-16 00:00:00+00:00,68,48,371,172
2026-04-17 00:00:00+00:00,111,75,334,159
2026-04-18 00:00:00+00:00,81,38,116,51
2026-04-19 00:00:00+00:00,180,49,89,48
2026-04-20 00:00:00+00:00,170,62,278,135
2026-04-21 00:00:00+00:00,101,60,300,141
2026-04-22 00:00:00+00:00,167,79,353,147
2026-04-23 00:00:00+00:00,210,80,322,138
2026-04-24 00:00:00+00:00,175,84,345,160
2026-04-25 00:00:00+00:00,92,49,101,55
2026-04-26 00:00:00+00:00,86,45,132,71
2026-04-27 00:00:00+00:00,86,58,267,130
