referrer,views_total,views_unique
Google,799,461
github.com,324,175
Bing,71,43
chatgpt.com,43,30
stnava.github.io,39,27
andysbrainbook.readthedocs.io,25,12
statics.teams.cdn.office.net,15,6
DuckDuckGo,12,7
apertureneuro.org,12,1
qwant.com,8,3
