url_path,views_total,views_unique
/ANTsX/ANTs,1229,628
/ANTsX/ANTs/wiki/Compiling-ANTs-on-Linux-and-Mac-OS,717,332
/ANTsX/ANTs/releases,299,177
/ANTsX/ANTs/wiki/Anatomy-of-an-antsRegistration-call,291,166
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyN.sh,226,65
/ANTsX/ANTs/tree/master/Scripts,217,54
/ANTsX/ANTs/blob/master/Scripts/antsRegistrationSyNQuick.sh,204,59
/ANTsX/ANTs/wiki/ANTS-and-antsRegistration,203,134
/ANTsX/ANTs/tree/master/Examples,178,52
/ANTsX/ANTs/issues,171,59
