referrer,views_total,views_unique
Google,1569,687
github.com,587,235
Bing,190,90
chatgpt.com,97,50
stnava.github.io,96,39
qwant.com,40,8
statics.teams.cdn.office.net,24,11
dataportal.brainminds.jp,20,10
link.csdn.net,19,10
andysbrainbook.readthedocs.io,18,11
