referrer,views_total,views_unique
Google,1100,433
Bing,115,49
stnava.github.io,104,52
cn.bing.com,101,38
github.com,97,39
chatgpt.com,65,30
link.zhihu.com,26,9
sourceforge.net,19,7
dpaniukov.github.io,12,5
Baidu,12,4
