referrer,views_total,views_unique
Google,3123,873
stnava.github.io,245,117
github.com,245,75
Bing,184,73
cn.bing.com,154,67
sourceforge.net,114,32
DuckDuckGo,70,25
chatgpt.com,64,28
dataportal.brainminds.jp,46,13
discourse.slicer.org,36,2
