referrer,views_total,views_unique
Google,816,469
github.com,334,176
Bing,122,77
chatgpt.com,50,40
stnava.github.io,34,26
DuckDuckGo,16,12
dataportal.brainminds.jp,14,8
andysbrainbook.readthedocs.io,12,7
qwant.com,12,1
link.zhihu.com,9,4
