referrer,views_total,views_unique
Google,780,460
github.com,298,144
Bing,95,64
chatgpt.com,49,31
stnava.github.io,16,12
dataportal.brainminds.jp,15,6
DuckDuckGo,12,7
andysbrainbook.readthedocs.io,11,7
sourceforge.net,8,4
search.brave.com,6,6
